id,Order ID,Amount,Profit,Quantity,Category,Sub-Category
1225,B26008,57,24,5,Clothing,Leggings
1226,B26008,10,-1,1,Clothing,Saree
1227,B26009,285,128,2,Electronics,Printers
1228,B26009,195,12,9,Clothing,Shirt
1229,B26010,527,26,3,Electronics,Electronic Games
1230,B26010,29,3,2,Clothing,Stole
1231,B26010,85,13,2,Clothing,Shirt
1232,B26010,18,2,3,Clothing,Hankerchief
1233,B26010,176,-13,5,Furniture,Furnishings
1234,B26010,55,3,3,Clothing,T-shirt
1235,B26011,93,44,2,Clothing,Stole
1236,B26012,21,8,2,Clothing,Saree
1237,B26013,29,10,3,Clothing,Skirt
1238,B26014,406,97,7,Furniture,Chairs
1239,B26014,278,39,5,Furniture,Chairs
1240,B26015,128,55,1,Clothing,Saree
1241,B26016,74,9,3,Clothing,Shirt
1242,B26016,202,4,4,Clothing,Hankerchief
1243,B26016,429,61,3,Electronics,Electronic Games
1244,B26016,134,-13,3,Electronics,Electronic Games
1245,B26017,78,7,1,Furniture,Chairs
1246,B26018,326,107,3,Furniture,Furnishings
1247,B26018,61,8,4,Clothing,Hankerchief
1248,B26019,585,175,13,Clothing,T-shirt
1249,B26020,319,102,6,Electronics,Accessories
1250,B26021,122,59,7,Furniture,Furnishings
1251,B26021,49,21,1,Clothing,Stole
1252,B26021,21,-12,3,Clothing,Hankerchief
1253,B26022,1824,-1303,8,Electronics,Phones
1254,B26023,1117,447,10,Furniture,Bookcases
1255,B26023,29,0,3,Furniture,Furnishings
1256,B26023,66,22,3,Clothing,Stole
1257,B26023,59,21,2,Clothing,Stole
1258,B26024,168,18,6,Clothing,Stole
1259,B26025,155,5,3,Clothing,Stole
1260,B26025,32,1,2,Clothing,Stole
1261,B26025,41,19,5,Clothing,Hankerchief
1262,B26026,255,76,9,Clothing,Hankerchief
1263,B26026,25,2,3,Clothing,Kurti
1264,B26027,54,8,4,Clothing,T-shirt
1265,B26028,77,36,2,Clothing,Shirt
1266,B26028,115,0,1,Electronics,Accessories
1267,B26028,1272,547,2,Electronics,Phones
1268,B26029,21,10,1,Clothing,T-shirt
1269,B26030,92,5,6,Clothing,Hankerchief
1270,B26030,11,5,1,Clothing,Skirt
1271,B26030,221,35,4,Electronics,Accessories
1272,B26030,50,25,5,Clothing,Stole
1273,B26030,89,36,3,Clothing,Shirt
1274,B26030,291,93,2,Electronics,Printers
1275,B26031,67,9,4,Clothing,Leggings
1276,B26032,47,15,5,Clothing,Saree
1277,B26033,774,170,3,Electronics,Accessories
1278,B26033,143,32,1,Furniture,Bookcases
1279,B26033,111,35,5,Clothing,Shirt
1280,B26034,425,183,5,Electronics,Accessories
1281,B26035,291,119,11,Clothing,Saree
1282,B26035,520,151,3,Electronics,Phones
1283,B26035,369,15,3,Electronics,Electronic Games
1284,B26036,341,44,7,Furniture,Furnishings
1285,B26037,171,68,7,Clothing,Stole
1286,B26038,41,19,2,Clothing,T-shirt
1287,B26038,130,61,3,Clothing,Shirt
1288,B26038,52,14,2,Clothing,Stole
1289,B26038,30,6,1,Clothing,T-shirt
1290,B26039,83,34,5,Clothing,Shirt
1291,B26040,38,9,2,Clothing,Stole
1292,B26040,113,24,4,Clothing,Hankerchief
1293,B26040,833,93,3,Clothing,Trousers
1294,B26041,176,-28,5,Furniture,Furnishings
1295,B26042,36,15,3,Clothing,Stole
1296,B26043,185,48,4,Clothing,Stole
1297,B26043,62,28,5,Clothing,Hankerchief
1298,B26043,79,5,6,Clothing,Hankerchief
1299,B26043,30,12,3,Clothing,Skirt
1300,B26043,122,50,7,Clothing,Stole
1301,B26044,28,10,3,Clothing,Skirt
1302,B26045,302,75,6,Furniture,Furnishings
1303,B26045,376,0,7,Clothing,Stole
1304,B26045,179,77,1,Clothing,Saree
1305,B26045,27,5,1,Clothing,Stole
1306,B26046,32,3,8,Clothing,Hankerchief
1307,B26047,55,12,5,Clothing,Skirt
1308,B26048,163,81,2,Electronics,Accessories
1309,B26048,401,13,6,Furniture,Chairs
1310,B26048,1461,202,5,Furniture,Tables
1311,B26048,1104,209,4,Clothing,Trousers
1312,B26049,100,28,2,Clothing,Hankerchief
1313,B26050,325,32,7,Clothing,T-shirt
1314,B26050,169,55,4,Clothing,Saree
1315,B26050,487,143,4,Electronics,Phones
1316,B26050,166,27,2,Electronics,Accessories
1317,B26050,79,32,3,Clothing,Saree
1318,B26050,32,6,3,Clothing,Shirt
1319,B26050,38,9,2,Clothing,Stole
1320,B26050,284,44,6,Clothing,Hankerchief
1321,B26050,382,92,2,Electronics,Printers
1322,B26051,184,85,6,Clothing,T-shirt
1323,B26051,676,195,5,Furniture,Bookcases
1324,B26051,669,74,5,Furniture,Bookcases
1325,B26051,80,22,3,Clothing,Stole
1326,B26051,216,50,4,Clothing,Stole
1327,B26051,85,24,10,Clothing,Hankerchief
1328,B26051,382,119,2,Clothing,Saree
1329,B26051,490,88,2,Electronics,Accessories
1330,B26051,1337,147,7,Electronics,Printers
1331,B26051,600,102,5,Electronics,Electronic Games
1332,B26052,78,28,6,Clothing,Kurti
1333,B26052,101,16,4,Clothing,T-shirt
1334,B26052,145,0,3,Clothing,Saree
1335,B26052,148,23,4,Clothing,Kurti
1336,B26052,15,1,1,Clothing,Shirt
1337,B26052,25,7,2,Clothing,Stole
1338,B26052,774,170,3,Electronics,Accessories
1339,B26053,17,1,2,Clothing,Skirt
1340,B26053,246,61,2,Furniture,Bookcases
1341,B26053,425,208,7,Clothing,Saree
1342,B26053,93,31,3,Electronics,Accessories
1343,B26053,594,89,3,Furniture,Bookcases
1344,B26053,85,2,6,Clothing,Stole
1345,B26053,27,6,3,Clothing,Skirt
1346,B26053,120,1,1,Furniture,Chairs
1347,B26053,162,55,3,Clothing,Stole
1348,B26054,246,98,5,Clothing,Hankerchief
1349,B26054,88,20,2,Clothing,Saree
1350,B26054,88,19,2,Clothing,Shirt
1351,B26054,139,21,3,Electronics,Accessories
1352,B26054,139,36,3,Clothing,Stole
1353,B26054,138,11,5,Clothing,Stole
1354,B26054,156,23,3,Clothing,Stole
1355,B26054,559,174,2,Electronics,Electronic Games
1356,B26055,227,48,5,Clothing,Stole
1357,B26055,5729,64,14,Furniture,Chairs
1358,B26055,94,27,2,Clothing,T-shirt
1359,B26055,213,4,14,Clothing,Shirt
1360,B26055,250,-12,2,Electronics,Printers
1361,B26055,43,11,1,Clothing,Saree
1362,B26055,1218,420,8,Furniture,Bookcases
1363,B26055,671,114,9,Electronics,Phones
1364,B26055,57,7,2,Clothing,Shirt
1365,B26056,70,24,3,Clothing,Stole
1366,B26056,47,20,7,Clothing,Hankerchief
1367,B26056,33,9,2,Clothing,Hankerchief
1368,B26056,424,161,2,Clothing,Saree
1369,B26056,391,90,6,Electronics,Phones
1370,B26056,15,6,2,Clothing,Hankerchief
1371,B26056,101,11,2,Clothing,Hankerchief
1372,B26056,31,9,2,Clothing,Hankerchief
1373,B26056,220,40,2,Electronics,Accessories
1374,B26056,213,-145,3,Furniture,Bookcases
1375,B26056,19,-18,4,Clothing,Kurti
1376,B26056,206,18,4,Clothing,Hankerchief
1377,B26057,736,346,5,Electronics,Printers
1378,B26057,54,8,4,Clothing,T-shirt
1379,B26057,659,-37,2,Furniture,Bookcases
1380,B26057,224,87,3,Clothing,Trousers
1381,B26058,212,97,7,Clothing,Hankerchief
1382,B26059,20,6,1,Clothing,T-shirt
1383,B26060,382,68,3,Clothing,Saree
1384,B26061,508,203,2,Electronics,Accessories
1385,B26061,965,-68,3,Electronics,Printers
1386,B26061,206,12,1,Electronics,Printers
1387,B26061,642,180,5,Clothing,Saree
1388,B26061,109,52,2,Clothing,Stole
1389,B26061,27,8,2,Clothing,T-shirt
1390,B26062,44,-40,3,Clothing,Stole
1391,B26062,50,-17,2,Clothing,Stole
1392,B26062,13,-2,1,Clothing,Stole
1393,B26063,241,-77,4,Electronics,Electronic Games
1394,B26064,75,2,5,Clothing,Leggings
1395,B26064,61,3,4,Clothing,Hankerchief
1396,B26064,122,38,6,Clothing,T-shirt
1397,B26064,22,0,2,Clothing,Saree
1398,B26065,146,19,5,Clothing,Stole
1399,B26066,86,22,2,Clothing,Saree
1400,B26067,618,27,4,Furniture,Bookcases
1401,B26067,53,2,4,Clothing,Hankerchief
1402,B26067,1120,199,6,Clothing,Saree
1403,B26067,1137,-14,7,Electronics,Printers
1404,B26067,67,2,4,Clothing,T-shirt
1405,B26068,193,33,5,Electronics,Accessories
1406,B26069,55,18,2,Clothing,Kurti
1407,B26070,54,12,4,Clothing,Shirt
1408,B26070,582,262,5,Furniture,Furnishings
1409,B26070,75,29,1,Clothing,Trousers
1410,B26070,14,7,2,Clothing,Hankerchief
1411,B26071,21,4,3,Clothing,Hankerchief
1412,B26072,313,44,3,Electronics,Electronic Games
1413,B26073,37,17,3,Clothing,Hankerchief
1414,B26073,290,110,9,Clothing,Stole
1415,B26073,122,11,4,Clothing,Hankerchief
1416,B26073,29,9,3,Clothing,Saree
1417,B26073,1514,742,4,Electronics,Printers
1418,B26074,57,21,4,Clothing,Leggings
1419,B26075,34,12,2,Clothing,Stole
1420,B26076,91,22,2,Clothing,Stole
1421,B26076,133,46,5,Clothing,Shirt
1422,B26076,60,13,2,Clothing,T-shirt
1423,B26076,19,4,2,Clothing,Saree
1424,B26076,450,190,4,Furniture,Bookcases
1425,B26077,62,11,7,Clothing,Hankerchief
1426,B26078,17,8,2,Clothing,Skirt
1427,B26078,44,20,2,Clothing,T-shirt
1428,B26078,557,111,2,Electronics,Electronic Games
1429,B26078,137,63,3,Clothing,Stole
1430,B26079,18,3,2,Clothing,Hankerchief
1431,B26080,109,35,6,Clothing,T-shirt
1432,B26081,359,-338,5,Furniture,Bookcases
1433,B26081,93,-84,3,Clothing,Saree
1434,B26081,169,0,3,Electronics,Accessories
1435,B26081,79,33,4,Clothing,Stole
1436,B26081,24,11,3,Clothing,Hankerchief
1437,B26081,637,50,5,Clothing,Saree
1438,B26082,95,5,2,Clothing,Stole
1439,B26083,43,8,3,Clothing,Leggings
1440,B26083,145,16,3,Clothing,T-shirt
1441,B26083,34,3,3,Clothing,Saree
1442,B26083,143,6,2,Electronics,Accessories
1443,B26083,45,17,1,Electronics,Accessories
1444,B26084,209,-63,4,Electronics,Electronic Games
1445,B26085,86,22,2,Clothing,Saree
1446,B26085,1487,624,3,Clothing,Trousers
1447,B26085,40,17,2,Clothing,Stole
1448,B26085,132,-10,3,Clothing,Saree
1449,B26086,43,17,2,Clothing,T-shirt
1450,B26086,762,101,6,Electronics,Printers
1451,B26086,25,2,2,Clothing,Hankerchief
1452,B26087,119,56,7,Clothing,Saree
1453,B26087,46,13,3,Clothing,Hankerchief
1454,B26087,311,40,1,Electronics,Electronic Games
1455,B26087,40,10,2,Clothing,Stole
1456,B26087,180,0,8,Clothing,Stole
1457,B26088,11,5,2,Clothing,Hankerchief
1458,B26089,59,24,6,Clothing,Kurti
1459,B26089,27,4,1,Clothing,Hankerchief
1460,B26089,139,14,3,Clothing,Kurti
1461,B26090,80,22,3,Clothing,Stole
1462,B26091,158,69,3,Clothing,Stole
1463,B26091,29,10,4,Clothing,Hankerchief
1464,B26091,59,10,4,Clothing,Leggings
1465,B26092,97,14,2,Clothing,T-shirt
1466,B26093,33,-1,1,Clothing,Saree
1467,B26093,2847,712,8,Electronics,Printers
1468,B26093,852,51,5,Furniture,Bookcases
1469,B26093,492,187,2,Electronics,Accessories
1470,B26093,81,41,5,Clothing,Leggings
1471,B26093,49,5,4,Clothing,Hankerchief
1472,B26093,148,25,3,Clothing,Saree
1473,B26094,152,50,6,Clothing,Stole
1474,B26095,6,1,1,Clothing,Kurti
1475,B26096,45,9,3,Clothing,Leggings
1476,B26096,103,46,2,Clothing,Saree
1477,B26096,140,56,4,Clothing,Shirt
1478,B26096,88,11,3,Electronics,Accessories
1479,B26096,451,25,3,Electronics,Phones
1480,B26096,264,-26,3,Clothing,Trousers
1481,B26097,97,12,2,Clothing,Hankerchief
1482,B26097,14,5,1,Clothing,Hankerchief
1483,B26097,19,8,2,Clothing,Hankerchief
1484,B26097,39,18,2,Clothing,Leggings
1485,B26097,185,-26,6,Furniture,Chairs
1486,B26097,663,-212,5,Electronics,Printers
1487,B26097,671,-309,5,Electronics,Electronic Games
1488,B26098,82,8,3,Electronics,Accessories
1489,B26098,497,179,3,Furniture,Chairs
1490,B26098,96,48,5,Clothing,Leggings
1491,B26098,409,86,3,Clothing,Saree
1492,B26098,59,15,2,Clothing,T-shirt
1493,B26098,46,14,5,Clothing,Skirt
1494,B26099,9,3,1,Clothing,Skirt
1495,B26099,207,37,4,Clothing,Hankerchief
1496,B26099,835,267,5,Electronics,Phones
1497,B26099,2366,552,5,Clothing,Trousers
1498,B26100,828,230,2,Furniture,Chairs
1499,B26100,34,10,2,Clothing,T-shirt
1500,B26100,72,16,2,Clothing,Shirt
